,par,sst,eastward_wind,northward_wind
2009-08-24,,10.914789,-0.10720564,-3.0616071
2009-08-25,,11.074355,-0.71898717,-2.4269252
2009-08-26,,11.097832,-4.2433662,-2.6423898
2009-08-27,,11.1495695,-4.8759556,-2.8409667
2009-08-28,19.816025,11.22566,-6.186105,-0.57040316
2009-08-29,,11.134349,-7.5177245,2.115325
2009-08-30,,10.87957,-3.8219867,3.968729
2009-08-31,,10.744794,-0.8592076,3.174993
2009-09-01,,10.559569,2.6518903,2.1796596
2009-09-02,,10.368266,0.8155343,1.663344
2009-09-03,,10.55479,5.9747767,6.5987654
2009-09-04,,10.566528,2.6333706,2.3984234
2009-09-05,14.005447,10.483484,-1.8989397,-4.63254
2009-09-06,,10.339568,-1.3388114,-1.6127162
2009-09-07,,10.331743,-2.9371722,-0.00011160714
2009-09-08,,10.281746,-1.8187988,1.2655901
2009-09-09,,10.217401,1.5841378,5.580978
2009-09-10,,10.091743,10.964153,-2.164244
2009-09-11,,10.035227,6.067327,1.7800851
2009-09-12,,9.920006,2.781501,2.4115863
2009-09-13,13.222315,9.828704,3.5840402,1.547468
2009-09-14,,9.694787,8.541323,-0.14754464
2009-09-15,,9.577832,7.71596,4.3128977
2009-09-16,,9.471746,8.763581,5.375077
2009-09-17,,9.205221,8.254353,-4.9590125
2009-09-18,,9.15566,4.4473286,-3.2108607
2009-09-19,,9.135658,-1.7749512,2.3828335
2009-09-20,,9.143052,3.5242188,5.350586
2009-09-21,7.099883,9.159137,6.9259486,3.392034
2009-09-22,,9.151746,0.20339704,5.860205
2009-09-23,,9.1343565,5.7033553,3.4654505
2009-09-24,,9.053922,7.906313,-1.2359864
2009-09-25,,8.986965,-0.67833424,5.5762067
2009-09-26,,8.967398,13.0061455,5.6680036
2009-09-27,,8.914351,7.7427735,2.1743305
2009-09-28,,8.816965,2.6061244,-0.23029436
2009-09-29,14.168574,8.77088,4.3370676,-4.330601
2009-09-30,,8.6887,3.8501534,-7.1067524
2009-10-01,,8.616088,3.531264,-4.315297
2009-10-02,,8.5552225,4.290255,-2.1094377
2009-10-03,,8.131745,3.8997488,0.85628486
2009-10-04,,8.081309,-2.9898508,1.052846
2009-10-05,,8.023485,-0.5816406,-0.30597797
2009-10-06,,7.9656587,0.532959,-4.0652623
2009-10-07,,7.959567,-1.8927594,-1.1250349
2009-10-08,,7.9304385,4.42447,-3.196854
2009-10-09,,7.9260945,7.470145,-3.9963448
2009-10-10,,7.8982663,5.7391534,-1.7964914
2009-10-11,,7.855661,6.21183,0.9018322
2009-10-12,,7.890438,0.78938335,-2.2697613
2009-10-13,,7.9091334,3.1706402,-4.142857
2009-10-14,,7.9282703,7.81612,5.0726075
2009-10-15,,7.939136,10.889223,4.338079
2009-10-16,,7.900875,6.1123676,-2.3058941
2009-10-17,,7.8104463,8.124903,3.084619
2009-10-18,,7.7730513,7.81702,5.6238003
2009-10-19,,7.722619,2.1874163,5.3121443
2009-10-20,,7.6730494,8.902699,5.1132884
2009-10-21,,7.63609,8.952246,1.2526926
2009-10-22,,7.702613,1.4870676,-0.5259347
2009-10-23,,7.691747,-3.0779576,2.9058454
2009-10-24,,7.608702,2.0171177,4.361865
2009-10-25,,7.56131,-0.43018973,3.627595
2009-10-26,,7.5430484,-1.5849959,0.35822406
2009-10-27,,7.538269,-3.4838657,-0.7192871
2009-10-28,,7.5304418,5.106557,-4.207652
2009-10-29,,7.2756586,2.0825615,-3.1256068
2009-10-30,,7.294351,-0.29658902,4.0446568
2009-10-31,,7.209137,3.8679967,6.424707
2009-11-01,,7.129137,1.8528111,4.483803
2009-11-02,,7.0921803,1.3957938,5.452302
2009-11-03,,7.1247864,1.482645,5.559926
2009-11-04,,7.0800037,0.30451313,4.440318
2009-11-05,,6.96305,-1.872984,2.9770298
2009-11-06,,6.977836,-0.93878347,6.1046667
2009-11-07,,6.967398,-1.495738,6.397824
2009-11-08,,6.868703,3.1772182,4.8919363
2009-11-09,,6.810442,4.893827,4.1245747
2009-11-10,,6.751307,-0.565046,2.3100097
2009-11-11,,6.7360907,-2.0043945,5.278676
2009-11-12,,6.755659,-2.057331,2.0796525
2009-11-13,,6.781308,1.6586356,0.6997698
2009-11-14,,6.846961,-1.2174386,4.0482354
2009-11-15,,6.8582697,-1.9394321,4.830518
2009-11-16,,7.050008,-0.18096401,5.980476
2009-11-17,,6.9256577,-0.5814802,5.6179547
2009-11-18,,6.871311,-0.022935268,4.3879743
2009-11-19,,6.8691354,-0.8492955,2.3001325
2009-11-20,,6.8021812,-3.3464007,4.8089075
2009-11-21,,6.8173947,-2.5813966,7.780322
2009-11-22,,6.7852187,2.7856166,4.7230606
2009-11-23,,6.980008,-6.605755,5.7023854
2009-11-24,,6.9652233,-5.558901,5.626632
2009-11-25,,6.9439178,-1.6047852,7.348298
2009-11-26,,6.9426165,-4.0051827,9.103739
2009-11-27,,6.9578285,-1.1910574,5.0332313
2009-11-28,,6.9091334,4.3622975,-0.9784459
2009-11-29,,6.836963,3.387758,2.4562569
2009-11-30,,6.7139215,-1.285798,4.1360283
2009-12-01,,6.619138,2.613644,1.2164481
2009-12-02,,6.5560884,2.7922223,-6.3442454
2009-12-03,,6.5047884,-4.626472,-1.2460798
2009-12-04,,6.6887007,-4.303704,4.973856
2009-12-05,,6.6291385,3.0484514,6.6674595
2009-12-06,,6.5813093,1.3548828,5.2621303
2009-12-07,,6.562179,0.48959962,4.054736
2009-12-08,,6.568699,1.1211216,2.0844307
2009-12-09,,6.5569606,-0.9112235,2.7524066
2009-12-10,,6.472614,-2.2672362,3.0090263
2009-12-11,,6.4104414,2.621338,2.029771
2009-12-12,,6.3165283,2.6939523,-3.4666154
2009-12-13,,6.2982683,-6.226144,4.1845074
2009-12-14,,6.327833,-6.335303,4.2124305
2009-12-15,,6.3252244,-3.1728306,-0.8315639
2009-12-16,,6.1930513,-1.6932826,0.26331612
2009-12-17,,6.1187015,11.853808,4.107129
2009-12-18,,6.0513105,10.440569,0.8526367
2009-12-19,,6.0647874,-2.3932686,-0.4094308
2009-12-20,,6.0773993,-1.8225098,4.892655
2009-12-21,,5.980876,-3.2972376,5.545996
2009-12-22,,5.8508763,-9.36852,5.481292
2009-12-23,,5.8365293,-10.210596,7.5066824
2009-12-24,,5.792178,-8.831955,5.643422
2009-12-25,,5.6369658,-5.9381695,3.833266
2009-12-26,,5.54088,-3.8446288,4.346645
2009-12-27,,5.4752226,-4.6328406,2.382973
2009-12-28,,5.201311,-5.9111466,6.5473423
2009-12-29,,5.1182675,-2.5819824,7.6400323
2009-12-30,,5.1256595,-1.9635742,7.3202286
2009-12-31,,5.111311,-4.8034596,4.5014367
2010-01-01,,4.943046,-4.620131,4.034103
2010-01-02,,4.5926127,1.9635254,2.584368
2010-01-03,,4.310004,2.1376953,-0.020110212
2010-01-04,,4.2830477,-5.966274,-2.0441964
2010-01-05,,4.302616,-2.871596,-0.095458984
2010-01-06,,4.1834874,1.6824428,4.591434
2010-01-07,,3.8121777,2.6301897,4.517341
2010-01-08,,3.5613112,6.0319896,-0.3106794
2010-01-09,,3.185223,8.348947,3.3370745
2010-01-10,,2.8343532,14.322495,1.9386858
2010-01-11,,2.4930487,8.151235,-5.1401577
2010-01-12,,2.4039187,2.9294643,-3.8811803
2010-01-13,,3.2134838,4.926437,-0.75611746
2010-01-14,,3.5356565,3.1523926,-0.23118722
2010-01-15,,3.7617493,0.7729771,4.791769
2010-01-16,,3.774787,2.5402691,6.386663
2010-01-17,,3.8947873,1.5730538,6.401102
2010-01-18,,3.857398,2.5937011,9.285192
2010-01-19,,3.5821838,5.1242256,9.179541
2010-01-20,,3.2895734,6.8934917,4.677281
2010-01-21,,3.0073972,2.0152135,3.0535367
2010-01-22,,2.973049,1.8382463,5.339083
2010-01-23,,3.130005,2.081494,5.2705007
2010-01-24,,3.0852184,-0.54391044,4.52371
2010-01-25,,2.8439198,1.0112375,5.76167
2010-01-26,,2.6313093,6.925677,13.130162
2010-01-27,,2.447401,7.0549946,4.467264
2010-01-28,,2.5113113,1.3247907,9.728278
2010-01-29,,2.4030535,-7.8063755,10.675962
2010-01-30,,2.2765265,-6.8694544,10.216936
2010-01-31,,2.1678321,-5.1558805,8.060637
2010-02-01,,2.0278335,-3.9269252,8.03215
2010-02-02,,1.9756536,-4.3888116,4.020194
2010-02-03,,2.719136,-4.5476356,6.4418387
2010-02-04,,2.9069626,3.6556153,5.2218957
2010-02-05,,3.0065255,2.9664621,3.3740094
2010-02-06,,2.799136,5.64684,-2.3864398
2010-02-07,,2.6852245,2.4033344,-4.2646136
2010-02-08,,3.0060983,-4.2369003,0.73174524
2010-02-09,,3.0643523,-0.64188755,2.9776716
2010-02-10,,3.0430496,1.928969,9.323347
2010-02-11,,2.7721796,4.0424457,3.5101702
2010-02-12,,2.6669617,7.844873,5.7687917
2010-02-13,,2.8052235,10.201778,2.101151
2010-02-14,,2.7539182,3.9491768,-5.117655
2010-02-15,,2.5052252,-3.9240444,-7.0268207
2010-02-16,,2.261306,-7.9070034,2.72078
2010-02-17,,2.7013125,-6.1263604,5.4051547
2010-02-18,,2.8100095,-4.7975726,2.6903949
2010-02-19,,2.915218,-4.473514,2.0231793
2010-02-20,,3.1139169,-1.8631697,3.7378628
2010-02-21,,3.105657,-1.6984934,4.33088
2010-02-22,,3.0569644,-5.2405205,2.8521135
2010-02-23,,2.7826154,-4.6180525,4.651995
2010-02-24,,2.594789,-4.0754256,6.113651
2010-02-25,,2.780873,-2.744322,0.25760323
2010-02-26,,2.7717445,-3.8690429,3.4843402
2010-02-27,,2.8691354,-6.355615,6.3311315
2010-02-28,,2.9717474,-0.9893485,-1.1939453
2010-03-01,,2.9995687,-2.2935128,-1.4023787
2010-03-02,,2.9169617,-4.025056,-3.2884068
2010-03-03,,2.9795704,-3.3133788,-4.03328
2010-03-04,,2.9378316,2.7644463,-2.712221
2010-03-05,,2.7600045,-0.23793945,-3.5739467
2010-03-06,,2.5130482,-0.925844,4.147747
2010-03-07,,2.2804406,6.6283693,11.209075
2010-03-08,,2.119573,12.421191,-1.325007
2010-03-09,,2.559569,10.524386,-7.3044715
2010-03-10,,2.7921793,8.724972,-5.1101074
2010-03-11,,2.741747,6.2785087,-3.1648717
2010-03-12,,2.70392,4.1905622,-2.3262975
2010-03-13,,2.624789,0.6611816,-2.88946
2010-03-14,,2.5939224,-2.028111,-1.3640695
2010-03-15,,2.322612,-0.38982978,1.9005162
2010-03-16,,2.2491388,1.545201,-1.5340123
2010-03-17,,2.3813038,1.1220913,-0.78823245
2010-03-18,,2.4334824,-1.2185547,1.9818499
2010-03-19,,2.4639204,-0.42577428,4.290053
2010-03-20,,2.4130514,1.6083287,-4.366232
2010-03-21,6.4711885,2.356091,4.863156,-3.4853725
2010-03-22,,2.2517474,2.4640067,-6.9741
2010-03-23,,2.10305,-0.790611,-7.5503
2010-03-24,,1.960006,-0.18978097,-2.9682686
2010-03-25,,1.7869607,6.563337,3.31453
2010-03-26,,2.1191392,1.1955985,-3.4001534
2010-03-27,,2.2321777,-1.3051968,0.6182408
2010-03-28,,2.2460964,-10.233754,0.20589425
2010-03-29,10.358689,2.0904408,-10.122133,0.7157157
2010-03-30,,2.3078322,-5.8552804,2.5499442
2010-03-31,,2.2452233,0.3265904,6.0406528
2010-04-01,,2.2269619,-3.1552525,3.0785365
2010-04-02,,2.3617382,-1.2641811,3.9699986
2010-04-03,,2.937833,0.68487024,2.9176898
2010-04-04,,2.9087048,0.06315569,2.0808246
2010-04-05,,2.8474002,-3.2887347,0.82220286
2010-04-06,18.108969,2.8191342,-5.3024764,0.9249721
2010-04-07,,2.896093,-5.629806,4.6462193
2010-04-08,,2.9469619,0.72189593,4.7042203
2010-04-09,,2.841741,3.4367049,3.3624024
2010-04-10,,2.6587021,4.2708497,3.0686803
2010-04-11,,2.4895682,4.140841,6.855699
2010-04-12,,2.3065264,7.804569,5.8055177
2010-04-13,,2.1691337,6.0216727,-4.3681083
2010-04-14,16.175476,2.0773978,3.895752,3.0112863
2010-04-15,,2.0191386,6.0003138,3.4964285
2010-04-16,,2.1165254,7.2713447,2.0276368
2010-04-17,,2.8313096,8.794804,5.913107
2010-04-18,,2.7069595,2.4390833,2.3541923
2010-04-19,,2.7221851,0.33157086,-4.316141
2010-04-20,,2.0369608,-1.092334,-1.3766462
2010-04-21,,2.0165234,-1.409947,0.51668525
2010-04-22,21.744822,1.9808774,-0.04856306,-0.249435
2010-04-23,,2.0530488,-7.0989676,-1.0268904
2010-04-24,,1.9700052,-4.172077,-4.050614
2010-04-25,,1.824354,-1.6936872,1.2556571
2010-04-26,,1.6913121,3.1818988,6.3325334
2010-04-27,,1.5526149,14.094664,1.6653879
2010-04-28,,1.46957,12.3092,-2.1475377
2010-04-29,,1.9508773,5.2465053,-5.5776367
2010-04-30,19.69636,1.823485,-2.9583426,-1.6843262
2010-05-01,,2.096965,-4.4240932,-1.3148367
2010-05-02,,2.14218,5.323096,-3.337221
2010-05-03,,2.2965248,9.449937,2.5791295
2010-05-04,,2.636529,3.434661,2.860784
2010-05-05,,4.196097,-4.710268,-1.2410784
2010-05-06,,4.3869615,-3.6649902,0.91038644
2010-05-07,,4.387397,1.3140764,4.7626114
2010-05-08,26.967514,4.462613,1.0043945,3.360505
2010-05-09,,4.84131,1.8038574,-1.8699567
2010-05-10,,4.9160886,-2.4648159,-0.4636998
2010-05-11,,4.9043565,-4.879764,2.6521695
2010-05-12,,4.815659,0.6887695,3.3800154
2010-05-13,,4.999139,0.11189314,2.2862513
2010-05-14,,5.3647885,-4.81559,-0.26243722
2010-05-15,,5.6869655,-5.7044644,0.96237445
2010-05-16,40.02025,5.734355,-2.9403598,4.3686805
2010-05-17,,5.813917,-2.0557547,3.6201591
2010-05-18,,6.0047913,2.5745745,1.0152622
2010-05-19,,5.9091344,-1.746596,-1.3870466
2010-05-20,,5.9504356,-3.0682478,-0.1531529
2010-05-21,,6.0721793,4.621624,-0.6975307
2010-05-22,,6.158702,2.0797782,2.966518
2010-05-23,,6.283921,3.2907295,-0.7305594
2010-05-24,29.559546,6.3560925,-3.5080776,-1.5529296
2010-05-25,,6.450877,-8.860784,-2.9748325
2010-05-26,,6.4721828,-9.132652,-0.88679546
2010-05-27,,7.8447876,-6.962751,1.3676828
2010-05-28,,8.028701,-4.7629466,1.6345425
2010-05-29,,8.216962,-2.127853,0.72947127
2010-05-30,,8.544354,2.3412528,-0.45470145
2010-05-31,,8.442183,4.217055,-0.29296875
2010-06-01,42.619663,8.420878,7.761356,-1.1694475
2010-06-02,,8.33392,-0.96243024,1.5932199
2010-06-03,,8.310442,1.0332589,-0.68348217
2010-06-04,,8.28305,5.6459055,-4.8765903
2010-06-05,,8.278699,4.976116,-6.236349
2010-06-06,,8.306091,3.7594447,-5.138065
2010-06-07,,8.276963,1.2923479,-4.769385
2010-06-08,,8.051744,0.41117465,-1.8503069
2010-06-09,28.516912,7.835656,5.4416924,-0.59554267
2010-06-10,,7.476529,6.9592495,-0.5859445
2010-06-11,,7.38957,-4.004792,-0.6858259
2010-06-12,,8.24175,-8.395556,-2.9379742
2010-06-13,,8.574791,-7.210442,-4.250321
2010-06-14,,8.552612,-0.10936105,-3.8370047
2010-06-15,,8.566528,6.29006,0.2864188
2010-06-16,,8.530877,6.643143,3.5598214
2010-06-17,40.921574,8.531748,3.6564384,1.9923967
2010-06-18,,8.564354,-1.4291922,-2.5234654
2010-06-19,,8.573483,-3.4892578,-4.751995
2010-06-20,,8.630877,1.5645787,-3.1658204
2010-06-21,,8.666962,9.254988,3.7204032
2010-06-22,,8.779569,11.618408,5.6413226
2010-06-23,,8.742619,8.202986,-0.26410437
2010-06-24,,8.52479,5.4497766,0.3998884
2010-06-25,28.563477,8.39218,-3.8882604,-1.0086983
2010-06-26,,8.3987055,1.6080078,0.7374023
2010-06-27,,8.414787,10.02486,-0.52510464
2010-06-28,,8.470439,2.9518206,-2.9268205
2010-06-29,,8.530003,-0.98120815,-1.1366978
2010-06-30,,8.632615,-4.9592633,-4.1274276
2010-07-01,,8.796092,-2.6091797,-5.300837
2010-07-02,,8.913484,-0.6327916,-2.7022462
2010-07-03,29.864355,9.024359,-3.7616699,-1.8194894
2010-07-04,,9.106527,-0.21863839,0.018129185
2010-07-05,,9.120445,-2.3825405,-0.4916155
2010-07-06,,9.4187,-0.05620815,0.31841516
2010-07-07,,9.650873,1.1941894,1.234661
2010-07-08,,11.036095,-1.2069755,2.1674595
2010-07-09,,11.130009,0.34155273,-0.16232562
2010-07-10,,11.297835,0.18685825,0.5556222
2010-07-11,36.768127,11.266523,1.823019,0.30166712
2010-07-12,,11.295655,0.24082729,2.7603238
2010-07-13,,11.23479,6.746582,2.54857
2010-07-14,,9.7787,0.4461914,-3.849177
2010-07-15,,9.937833,1.9307477,-2.9925153
2010-07-16,,9.973486,-3.882694,0.68415177
2010-07-17,,10.233484,-0.47306082,0.5561942
2010-07-18,,10.298263,1.0456682,0.6651367
2010-07-19,24.188936,10.375661,6.332973,2.4350586
2010-07-20,,10.410007,6.125014,3.2342494
2010-07-21,,10.409574,4.9308596,-0.44910017
2010-07-22,,10.374352,-4.0774765,-5.4896693
2010-07-23,,8.870874,6.632722,-3.4628766
2010-07-24,,9.339573,7.690883,3.046289
2010-07-25,,9.615659,-0.93484235,-0.30465263
2010-07-26,,9.902182,-2.5278947,-1.5566825
2010-07-27,28.159273,9.887834,-1.7260603,1.6158831
2010-07-28,,10.071741,2.8999512,0.4377023
2010-07-29,,10.280443,-0.9115862,-0.9731864
2010-07-30,,10.4652195,-5.4676547,-2.4194615
2010-07-31,,10.592179,0.7824428,4.079471
2010-08-01,,10.651743,2.0908344,1.1129324
2010-08-02,,10.753052,0.39630303,0.15712193
2010-08-03,,11.566962,2.3454032,1.1239816
2010-08-04,27.083256,11.566527,-1.4564383,-1.1938406
2010-08-05,,11.440443,-2.6033762,-2.4183872
2010-08-06,,11.365659,-0.8355329,0.30757535
2010-08-07,,11.33218,1.3894182,0.89377093
2010-08-08,,11.196094,2.0070453,-0.8148438
2010-08-09,,11.13131,-2.2372,-3.133566
2010-08-10,,11.124789,-2.4639578,-2.1823382
2010-08-11,,11.072181,4.0154715,-1.2060547
2010-08-12,30.244633,11.048265,-0.73084545,0.09373605
2010-08-13,,11.109571,4.9998603,1.4428014
2010-08-14,,11.123481,2.3514926,1.3480469
2010-08-15,,11.090442,9.004492,-4.2271204
2010-08-16,,11.039571,9.405469,-3.425558
2010-08-17,,10.891745,4.1416016,-4.717606
2010-08-18,,10.703053,0.22176339,-5.1785784
2010-08-19,,10.621745,-3.3769183,-0.8876744
2010-08-20,22.260437,10.549136,-5.168478,-0.95309013
2010-08-21,,10.491312,-7.06393,-2.3569894
2010-08-22,,10.136966,-8.713449,-2.672196
2010-08-23,,10.046091,-7.679283,-2.3645787
2010-08-24,,9.993483,-5.937563,-2.9343402
2010-08-25,,10.2000065,-6.7977886,-2.438337
2010-08-26,,10.292615,-4.6711845,-2.1169713
2010-08-27,,10.290875,-4.0073104,-2.3222098
2010-08-28,26.765299,9.843924,-5.867662,-0.69240373
2010-08-29,,9.739139,-3.9038155,1.1764648
2010-08-30,,9.666525,1.4885672,2.998877
2010-08-31,,9.581311,-2.5194335,-0.38295898
2010-09-01,,9.537396,-1.0347517,-7.16287
2010-09-02,,8.997833,4.249986,-2.4686732
2010-09-03,,8.967829,4.679011,1.6439174
2010-09-04,,8.938266,5.132659,-1.1492327
2010-09-05,15.448122,8.926962,1.5233189,1.8831264
2010-09-06,,8.943915,8.957896,1.9459612
2010-09-07,,9.049139,6.5567803,1.2628976
2010-09-08,,8.664787,0.18879743,-0.84557056
2010-09-09,,8.709137,-0.23479353,1.7996094
2010-09-10,,8.869135,-0.4498256,0.84688896
2010-09-11,,9.043914,-3.8702078,-0.90078825
2010-09-12,,9.17262,-2.3859794,1.6361398
2010-09-13,15.536962,9.036523,2.7620814,2.3774903
2010-09-14,,9.058265,-3.9417272,-0.041217912
2010-09-15,,9.038269,-8.503976,-0.5684361
2010-09-16,,9.0087,-6.834054,2.3852887
2010-09-17,,8.947394,-3.9054618,2.1110003
2010-09-18,,8.717398,-3.0096679,-0.612221
2010-09-19,,8.655654,2.4036133,1.8574079
2010-09-20,,8.650007,1.087786,1.4810477
2010-09-21,12.070837,8.6452265,-0.9418527,0.81699216
2010-09-22,,8.593045,0.019545201,0.68510044
2010-09-23,,8.561744,-2.448884,-1.6071149
2010-09-24,,8.539134,4.702518,-4.2830844
2010-09-25,,8.524354,6.7824707,-6.2984443
2010-09-26,,8.540875,4.8651576,-1.0168457
2010-09-27,,8.520878,5.4896483,0.15724051
2010-09-28,,8.392615,5.607408,-0.5662388
2010-09-29,8.10937,8.323486,6.2271276,1.1225028
2010-09-30,,8.197836,4.301786,0.78373325
2010-10-01,,7.88044,-1.0843471,1.4587123
2010-10-02,,7.8595715,-1.0462751,3.2555175
2010-10-03,,7.856959,-0.4534947,2.6671736
2010-10-04,,7.8004403,-0.6758022,4.548849
2010-10-05,,7.7591352,0.10657784,4.748751
2010-10-06,,7.7587013,1.016197,4.955601
2010-10-07,,7.7956595,4.179562,5.928069
2010-10-08,,7.785655,9.426095,4.7652483
2010-10-09,,7.8000064,7.9551826,4.059919
2010-10-10,,7.7900047,6.807659,-6.898319
2010-10-11,,7.7530503,5.218548,-7.0966797
2010-10-12,,7.7930484,2.4387486,-8.994141
2010-10-13,,7.8200045,-2.6827078,-2.8033762
2010-10-14,,7.722176,-2.2588727,-8.234312
2010-10-15,,7.6347857,1.6100585,-8.255441
2010-10-16,,7.607829,4.99684,-0.68748605
2010-10-17,,7.5565267,2.59571,2.1387277
2010-10-18,,7.5521812,3.5287666,7.337249
2010-10-19,,7.52957,4.6828613,-3.3912318
2010-10-20,,7.5034842,-1.0195522,-0.69255024
2010-10-21,,7.4847836,-3.794936,-0.57706475
2010-10-22,,7.4291344,1.4093401,1.6967983
2010-10-23,,7.4308763,-1.7354144,-4.1061172
2010-10-24,,7.425659,-3.7519112,-6.686363
2010-10-25,,7.4156585,-2.7484236,-0.7902274
2010-10-26,,7.408268,-1.1252232,-0.38691407
2010-10-27,,7.4147897,0.66318357,0.96952426
2010-10-28,,7.4178333,-8.837486,-5.396631
2010-10-29,,7.3752255,-4.082645,-5.138351
2010-10-30,,7.3387012,-4.750363,3.7378767
2010-10-31,,7.3247895,0.123549104,1.2921247
2010-11-01,,7.260876,3.6779785,8.670263
2010-11-02,,7.1373954,13.628753,1.1705078
2010-11-03,,6.960875,-3.7946358,-0.61992884
2010-11-04,,6.8160973,-8.517285,-2.8154297
2010-11-05,,6.7678328,-7.7668595,3.2466867
2010-11-06,,6.757828,-4.0797853,8.642808
2010-11-07,,6.7795687,-1.730936,9.211091
2010-11-08,,6.722177,1.9164202,-4.49691
2010-11-09,,6.391311,2.9154088,4.2501397
2010-11-10,,6.3647914,-3.9444895,5.019664
2010-11-11,,6.3443537,-5.684863,6.10565
2010-11-12,,6.3400097,-6.7907715,1.6412528
2010-11-13,,6.34957,-1.5703962,1.1896833
2010-11-14,,6.3752203,2.3963728,-2.1558106
2010-11-15,,6.423916,2.0275111,1.1577288
2010-11-16,,6.41044,5.660212,1.3022531
2010-11-17,,6.35001,8.3469095,5.523947
2010-11-18,,6.3360953,6.741392,1.3120117
2010-11-19,,6.3404393,-5.544385,-3.8755789
2010-11-20,,6.2817464,4.050621,2.4137836
2010-11-21,,6.267834,5.5080147,-3.848849
2010-11-22,,6.227393,0.5612793,-8.750949
2010-11-23,,6.2273946,-2.0092216,-7.146554
2010-11-24,,6.2208757,1.6922084,-1.1947405
2010-11-25,,6.205224,-4.133531,4.079192
2010-11-26,,6.21957,-2.846875,1.6013463
2010-11-27,,5.7713146,-2.469043,-0.30449915
2010-11-28,,5.768698,-1.4476702,-2.1577497
2010-11-29,,5.7565255,4.7845426,1.275279
2010-11-30,,5.730876,8.823194,1.2218401
2010-12-01,,5.722614,13.416455,4.359661
2010-12-02,,5.738268,11.421993,2.153725
2010-12-03,,5.757397,0.8050502,4.1878138
2010-12-04,,5.7460923,2.6245327,6.203467
2010-12-05,,5.715222,0.34768414,6.354834
2010-12-06,,5.467394,0.37153322,6.892271
2010-12-07,,5.3843555,0.20447823,2.1565568
2010-12-08,,5.3752217,-3.3720355,-5.4897113
2010-12-09,,5.4078355,-0.40128347,-1.2655553
2010-12-10,,5.089138,-5.0463448,-2.373012
2010-12-11,,4.9326158,-1.4044713,-4.294064
2010-12-12,,4.947832,-0.059179686,-8.67975
2010-12-13,,4.993918,4.6673617,5.224749
2010-12-14,,5.0026097,4.2553782,0.9407645
2010-12-15,,5.017834,5.3150043,10.27152
2010-12-16,,5.0239177,-4.6754465,6.817613
2010-12-17,,5.0013084,-7.690841,9.834996
2010-12-18,,4.9326134,-5.1592636,10.036886
2010-12-19,,4.8560963,-0.9392369,7.5066476
2010-12-20,,4.779134,-1.3155065,6.480741
2010-12-21,,4.646966,-5.186349,4.625781
2010-12-22,,4.6539187,-5.5103517,0.30936104
2010-12-23,,4.661308,3.0775251,-3.6884766
2010-12-24,,4.7169614,4.5524273,-5.6487236
2010-12-25,,4.6760902,5.6683526,-3.822956
2010-12-26,,4.6721787,6.723026,-0.07966658
2010-12-27,,4.67218,2.1906738,1.6601633
2010-12-28,,4.6021795,1.1490026,5.6086774
2010-12-29,,4.5843544,1.1791853,7.8375697
2010-12-30,,4.5939198,2.7630858,11.300634
2010-12-31,,4.630878,5.1791296,-0.8036482
2011-01-01,,4.051309,-0.8352469,-7.691539
2011-01-02,,3.5313084,-2.9432826,-9.412235
2011-01-03,,3.6982687,-1.1746652,-5.131299
2011-01-04,,3.860008,1.3932896,0.53438896
2011-01-05,,3.8304403,0.35562918,6.2940917
2011-01-06,,3.8130507,-1.4193708,6.875035
2011-01-07,,3.7326183,-0.94237584,6.6425014
2011-01-08,,3.4656584,-0.65119976,5.1100655
2011-01-09,,3.1043556,-5.787988,4.374944
2011-01-10,,3.184354,-6.233524,3.7430804
2011-01-11,,3.3478315,-4.5543036,-3.689251
2011-01-12,,3.4656558,-7.2315497,-2.1598005
2011-01-13,,3.4747872,-4.94631,3.9680595
2011-01-14,,3.4060934,-1.2973703,6.194071
2011-01-15,,3.3887064,0.22171457,6.498556
2011-01-16,,3.0804403,-1.280957,8.30196
2011-01-17,,2.8917434,-0.7357213,7.98125
2011-01-18,,2.6217506,3.1556222,5.3358536
2011-01-19,,2.463919,3.3497,6.596045
2011-01-20,,2.2734866,4.1383996,5.2836075
2011-01-21,,2.0834842,2.7925503,9.155134
2011-01-22,,1.941742,9.132289,-1.4225446
2011-01-23,,1.9034809,5.2081056,-3.1355329
2011-01-24,,1.820006,-0.45967495,-4.846805
2011-01-25,,1.703048,2.7826312,-1.9006627
2011-01-26,,1.5978314,8.397991,-1.0967913
2011-01-27,,1.5113101,11.921393,-1.4200056
2011-01-28,,1.4808774,4.826458,-3.848563
2011-01-29,,1.261748,-0.87343055,1.7888044
2011-01-30,,1.1495706,-0.27244002,-0.8621931
2011-01-31,,1.1365263,-2.8835728,4.6601214
2011-02-01,,1.0843532,-7.5136437,1.252846
2011-02-02,,0.9782662,-10.173542,5.2060966
2011-02-03,,0.99435556,-8.901548,6.2543526
2011-02-04,,1.0017434,-5.581703,8.189153
2011-02-05,,0.96522456,-7.7162247,11.913944
2011-02-06,,0.95130724,-6.5444546,9.615144
2011-02-07,,1.4847877,-6.096708,6.878962
2011-02-08,,2.1665318,-7.638637,-1.6496024
2011-02-09,,2.1960926,1.0462612,-4.2280135
2011-02-10,,2.0813067,4.7731514,-0.30500838
2011-02-11,,1.916094,1.1634696,-5.7836704
2011-02-12,,2.4256566,-3.3008232,2.1236398
2011-02-13,,2.6360939,-4.1995187,6.7555666
