,chla,par,sst,mld,eastward_wind,northward_wind,spm,sss
2007-07-28,0.6539397947490215,,12.069506072998047,9.679537228175572,-3.6511495838994565,-6.095867654551631,0.4265019096434116,34.03880746023996
2007-07-29,,,11.980254364013671,7.42307186126709,-4.320349651834239,-2.7558169157608696,,34.072423117501394
2007-07-30,,,12.570758056640624,2.975545644760132,-2.0844991932744565,1.0114852241847827,,34.051578521728516
2007-07-31,,,12.769757080078126,2.975545644760132,-0.7428084663722826,-1.2034752887228262,,34.02101298740932
2007-08-01,,,12.81900863647461,6.311190264565604,4.885062839673913,-0.5297904636548914,,34.05826786586216
2007-08-02,,,12.629505157470703,7.041544096810477,1.4510657269021738,5.653935971467392,,34.07906287057059
2007-08-03,,,12.41025619506836,10.08286680494036,2.013671875,6.870998216711956,,34.07423564365932
2007-08-04,,36.22991180419922,12.266756439208985,10.148271560668945,-0.7528394616168478,4.689835258152174,,34.08805465698242
2007-08-05,0.6726339593015868,,12.24300537109375,13.22229780469622,2.591993248980978,7.804331903872282,0.447135490091408,34.123765672956196
2007-08-06,,,12.620256042480468,12.6118529183524,1.4805695906929348,4.629065472146739,,34.09356961931501
2007-08-07,,,12.934757232666016,6.332991872514997,-1.558020550271739,-0.18028723675271738,,34.03961835588728
2007-08-08,,,13.011007690429688,2.975545644760132,-0.8668584408967391,0.4932702105978261,,34.01084845406668
2007-08-09,,,12.683255767822265,5.984166281563895,4.054676885190218,3.5282194718070654,,33.99015372140067
2007-08-10,,,12.404756164550781,10.44259330204555,2.647567085597826,-3.585932192595109,,34.02070944649832
2007-08-11,,,12.477256774902344,11.783392224993024,-5.747611667798913,-3.3380551545516304,,33.996920994349885
2007-08-12,,25.057529034821883,12.510753631591797,9.570529188428607,-2.4578592051630435,1.3506867781929348,,33.96822847638811
2007-08-13,0.7864694098631541,,12.778754425048827,6.332991872514997,-1.5919136379076086,-0.7900496773097826,0.5072708151170185,33.95100348336356
2007-08-14,,,12.762506103515625,10.07196603502546,1.6063657014266304,2.978834069293478,,33.95262145996094
2007-08-15,,,12.693506622314453,10.148271560668945,-3.182065217391304,-2.1420792289402173,,33.938198634556365
2007-08-16,,,12.66075439453125,10.595204898289271,-2.186295219089674,1.7251931895380435,,33.89734050205776
2007-08-17,,,12.67000503540039,9.679537228175572,0.42350968070652173,-2.589838442595109,,33.86300277709961
2007-08-18,,,12.637007904052734,10.148271560668945,0.7968378481657609,-5.359958814538044,,33.85417447771345
2007-08-19,,,12.415754699707032,10.148271560668945,0.49582837975543476,-1.0136984120244565,,33.83633967808315
2007-08-20,,23.22998685422151,12.440756225585938,9.701338836124965,2.026717476222826,-2.224418308423913,,33.82602201189314
2007-08-21,0.7251410285631815,,12.444255828857422,10.148271560668945,4.608562967051631,1.4539051885190217,0.6345002193536077,33.83998053414481
2007-08-22,,,12.427503967285157,13.178694452558245,5.3882313603940215,6.420818826426631,,33.860552651541575
2007-08-23,,,12.365004730224609,20.40592466081892,7.347502335258152,8.138411812160326,,33.960518973214285
2007-08-24,,,12.253004455566407,22.280862263270787,7.6249256963315215,2.9054167374320654,,34.00244958060129
2007-08-25,,,12.241756439208984,18.400177819388254,0.17030931555706522,-2.0701638926630435,,34.00180108206613
2007-08-26,,,12.191505432128906,14.443187304905482,0.9759839928668478,-3.6771452530570654,,33.97531509399414
2007-08-27,,,12.03875503540039,14.443187304905482,-1.1779997452445652,-5.925133746603261,,33.95469011579241
2007-08-28,,16.293175282685652,11.995503997802734,14.792012895856585,4.605256453804348,-0.519027046535326,,33.96403121948242
2007-08-29,0.9223733221491178,,11.929256439208984,14.421385765075684,1.532751995584239,-4.244421917459239,0.47157714143395424,33.964259556361604
2007-08-30,,,11.765754699707031,14.792012895856585,1.826623004415761,-1.3354386039402173,,33.94165802001953
2007-08-31,,,11.475006866455079,18.639994621276855,2.3779190726902173,-2.633550229279891,,33.92989240373884
2007-09-01,,,11.423757934570313,17.626221111842565,0.3525337550951087,0.868026069972826,,33.90986960274832
2007-09-02,,,10.981006622314453,19.141431263514928,-6.326182489809782,0.9773692255434783,,33.9006336757115
2007-09-03,,,10.872256469726562,17.953244754246303,-3.574170983355978,-7.926810886548913,,33.91095297677176
2007-09-04,,,10.82775650024414,15.991100719996862,1.0292756453804348,-3.4233663807744565,,33.91460037231445
2007-09-05,,17.524581660395082,10.77050323486328,19.05422592163086,3.7406908118206523,8.38350246263587,,33.94669560023716
2007-09-06,1.403816632926464,,10.780255126953126,22.7822995867048,5.753916864809782,0.173583984375,0.43067131522629,34.01181738717215
2007-09-07,,,10.36900634765625,19.108729771205358,1.6746613875679348,-0.9294380519701086,,33.9988888331822
2007-09-08,,,10.32000503540039,16.3290251323155,-0.521956734035326,0.8495828379755435,,33.98611668178013
2007-09-09,,,10.252503967285156,18.92341641017369,3.7479460343070654,-0.8153288468070652,,33.99664906093052
2007-09-10,,,10.211759185791015,20.863758087158203,-2.358934485394022,-5.008242399796195,,33.96580995832171
2007-09-11,,,10.216508483886718,20.03529712132045,-0.7160166864809783,2.613631538722826,,33.93841116768973
2007-09-12,,,10.247504425048827,23.403645379202707,-1.153039020040761,-4.653421153192935,,33.94834409441267
2007-09-13,,15.281360771345055,10.279756927490235,22.673291615077428,0.8285177479619565,-0.47524626358695654,,33.93165642874582
2007-09-14,1.0569889984632794,,10.278005218505859,29.03935786655971,-2.050277046535326,9.848850416100543,0.3584336320559184,33.984192439488005
2007-09-15,,,10.194506072998047,28.24359975542341,2.341478430706522,2.4971658457880435,,34.00708825247629
2007-09-16,,,10.136756896972656,25.747316360473633,1.8946586277173914,2.2820089588994565,,33.98560551234654
2007-09-17,,,10.1030029296875,25.36578859601702,-2.9596902598505435,-2.0284689198369565,,33.95695604596819
2007-09-18,,,9.530757904052734,25.790919712611608,5.525724991508152,-8.197584069293478,,33.96380342755999
2007-09-19,,,9.488506317138672,27.742162704467773,3.932733950407609,0.5245149031929348,,33.99370901925223
2007-09-20,,,9.456253814697266,33.80300848824637,-1.7791907269021738,4.567881708559782,,33.968206133161274
2007-09-21,,9.425480863322383,9.450753021240235,38.41404560634068,0.003099524456521739,7.500748344089674,,33.9837270464216
2007-09-22,1.393893264234066,,9.433505249023437,35.38362285069057,1.9188020125679348,7.083427097486413,0.41229639761149883,34.02489307948521
2007-09-23,,,9.452251434326172,34.34804725646973,2.875992484714674,2.8822870669157608,,34.029803139822825
2007-09-24,,,9.255004119873046,33.388777596609934,-0.8687637992527174,5.516766092051631,,34.01613998413086
2007-09-25,,,9.200255584716796,30.412858690534318,-2.1099481997282608,3.621889860733696,,33.9882561819894
2007-09-26,,,9.188006591796874,30.739883150373185,3.789004118546196,-6.641320270040761,,34.028155190604075
2007-09-27,,,9.205506134033204,30.05313273838588,4.756490956182065,-0.21519403872282608,,33.998028891427175
2007-09-28,,,9.33450698852539,41.869600023542134,7.427086871603261,6.406143851902174,,33.99932588849749
2007-09-29,,6.659234596335369,9.350001525878906,42.632655552455354,-1.0273278277853262,0.15610670006793478,,33.966315678187776
2007-09-30,0.5816118121147156,,9.323506164550782,42.57815170288086,-2.144393257472826,4.085979959239131,0.5348755110193182,33.93246841430664
2007-10-01,,,9.284009552001953,42.40373992919922,1.4429719344429348,4.800308890964674,,33.94159426007952
2007-10-02,,,9.292256927490234,46.18631635393415,6.027364979619565,10.105691661005435,,33.97656032017299
2007-10-03,,,9.298755645751953,51.00447137015207,6.779811693274456,6.741290548573369,,34.03657477242606
2007-10-04,,,9.278756713867187,49.500160217285156,4.960274074388587,3.486275050951087,,34.06427928379604
2007-10-05,,,9.229006958007812,48.18116324288504,0.13607655400815216,1.2911430027173914,,34.04571260724749
2007-10-06,,,9.203008270263672,48.00674983433315,1.8116242781929348,8.596297554347826,,34.06878171648298
2007-10-07,,,9.215755462646484,63.01714978899275,2.3933954653532608,6.539237644361413,,34.08289064679827
2007-10-08,,,9.21325454711914,56.07334245954241,3.9667066491168477,-5.556407099184782,0.5190693229436875,34.05886622837612
2007-10-09,,,9.189007568359376,48.431880950927734,9.082386846127717,-4.212635869565218,,34.04822758265904
2007-10-10,,,9.228754425048828,60.804290771484375,9.261586064877717,-8.127600628396738,,34.014386313302175
2007-10-11,,,9.24825668334961,59.910423278808594,4.649504288383152,-7.321464206861413,,33.988437107631135
2007-10-12,,,9.267755889892578,60.226546151297434,3.052017875339674,-7.999665633491848,,33.96152932303293
2007-10-13,,,9.198007202148437,61.70905521937779,0.7624830163043478,5.964042331861413,,33.9358400617327
2007-10-14,,,9.15325469970703,71.79229627336774,6.663531759510869,5.581643809442935,,33.96116147722517
2007-10-15,,,9.113758087158203,67.72629874093192,6.134861158288044,5.601323666779892,,34.01485170636858
2007-10-16,,,9.070008087158204,65.78595515659877,0.4633842136548913,6.972587253736413,,34.06761496407645
2007-10-17,,,9.01175765991211,66.09117780412946,0.8430122707201086,2.717523989470109,,34.09552655901228
2007-10-18,,,8.947506713867188,61.28392464773996,6.178169582201087,-9.31238323709239,,34.093827383858816
2007-10-19,,,8.893003845214844,58.99475751604353,4.087131666100544,-1.7547182829483696,,34.05233383178711
2007-10-20,,,8.852757263183594,83.75047629220145,6.480129076086956,9.70740276834239,,34.066180092947825
2007-10-21,,,8.80225830078125,92.02418082101005,6.080067510190218,8.807627802309783,,34.047284262520925
2007-10-22,,,8.683009338378906,79.45556095668248,5.134638247282608,10.682511039402174,,34.05378450666155
2007-10-23,,,8.61900634765625,82.82390485491071,6.0050526494565215,9.785872749660326,,34.10509763445173
2007-10-24,,,8.521505737304688,94.88019125802177,10.144701086956522,10.639059315557065,,34.20192010062082
2007-10-25,,,8.494505310058594,88.91745431082589,9.076522163722826,8.40001910665761,,34.20976039341518
2007-10-26,,,8.519760131835938,114.90495845249721,3.7473462975543477,11.00508449388587,,34.20288685389927
2007-10-27,,,8.550254821777344,124.56306784493583,4.473441745923913,11.254792586616848,,34.22437013898577
2007-10-28,,,8.604005432128906,135.27855137416296,3.5314092221467392,9.864597486413043,,34.200222560337615
2007-10-29,,,8.594256591796874,124.0943363734654,2.2906494140625,3.8304655655570654,,34.15313393729074
2007-10-30,,,8.57900390625,117.8154765537807,0.6876539147418478,8.911408797554348,,34.111795152936665
2007-10-31,,,8.507256317138673,117.55385480608258,5.513571034307065,7.451230256453805,,34.10798045567104
2007-11-01,,,8.385751342773437,125.95836857386998,3.0993546195652173,-5.736046832540761,,34.099713461739675
2007-11-02,,,8.382254791259765,112.34327043805804,2.488143257472826,-0.7796047044836957,,34.08080891200474
2007-11-03,,,8.389005279541015,128.2911420549665,-2.270088527513587,4.929597274116848,,34.07047653198242
2007-11-04,,,8.392254638671876,112.89921569824219,4.918265964673913,4.483780570652174,,34.0765015738351
2007-11-05,,,8.368004608154298,141.61191885811942,4.865568741508152,11.556959069293478,,34.12179020472935
2007-11-06,,,8.336006927490235,150.27805110386439,5.310170049252718,-2.2917108950407608,,34.13149424961635
2007-11-07,,,8.328755187988282,138.3634774344308,3.3451776919157608,2.840140964673913,,34.11453301565988
2007-11-08,,,8.320255279541016,140.04220472063338,2.1354555876358696,0.4000827955163043,,34.11264746529715
2007-11-09,,,8.154004669189453,137.06628199986048,-0.9859725288722826,-4.131411345108695,,34.10486166817801
2007-11-10,,,7.948255157470703,123.23317173549107,-4.940562372622282,-0.866348930027174,,34.09385027204241
2007-11-11,,,7.883253479003907,130.73292323521204,-6.460438603940218,-0.1267142917798913,,34.069214957101
2007-11-12,,,7.829003143310547,125.9583718436105,-1.2960311226222827,0.7906175696331522,,34.05505153111049
2007-11-13,,,7.856005859375,130.01346588134766,-1.355553668478261,1.0944240404211956,,34.04937744140625
2007-11-14,,,7.875506591796875,142.01524788992745,1.6123099949048914,6.0319346552309785,,34.02868216378348
2007-11-15,,,7.850008392333985,156.85123334612166,8.06554645040761,0.9421439792798914,,34.057976313999724
2007-11-16,,,7.800255584716797,155.8701662336077,3.211064877717391,-1.2932553498641304,,34.0534907749721
2007-11-17,,,7.724008178710937,158.97689165387834,-0.5237559442934783,6.237686820652174,,34.04728644234793
2007-11-18,,,7.692256164550781,165.70268358503068,5.82080078125,2.915787406589674,,34.041002546037944
2007-11-19,,,7.63775634765625,165.99701145717077,3.1190397843070654,-3.4216680112092392,,34.025212969098774
2007-11-20,,,7.57425537109375,164.37278747558594,8.940419072690217,6.103887143342392,,34.02709197998047
2007-11-21,,,7.6237548828125,164.76521955217635,10.773124363111412,7.993445354959239,,34.024008069719585
2007-11-22,,,7.550259399414062,164.28558676583427,7.052638841711956,-3.6668595023777173,,34.02643585205078
2007-11-23,,,7.505754089355468,156.78583635602678,13.047108525815217,-2.021102241847826,,34.0473758152553
2007-11-24,,,7.465257263183593,158.38824898856026,7.750551970108695,7.767684273097826,,34.04300744192941
2007-11-25,,,7.402256011962891,166.66195569719588,1.0862081776494565,-1.9638512652853262,,34.01190676007952
2007-11-26,,,7.362007141113281,149.72211565290178,0.09471064028532608,-13.209828252377717,,34.045808519635884
2007-11-27,,,7.366255187988282,147.96708352225167,1.9903352156929348,-6.6209716796875,,34.04911313738142
2007-11-28,,,7.3050079345703125,161.99641309465682,-0.4249904466711957,7.692319123641305,,34.01795414515904
2007-11-29,,,7.264507293701172,164.86332484654017,1.3902694038722827,4.840151579483695,,34.007616315569194
2007-11-30,,,7.2222541809082035,161.75660051618303,-5.342762822690218,4.526558254076087,,34.012669154575896
2007-12-01,,,7.062507629394531,164.53629847935267,-5.322377080502718,6.716621730638587,,34.017769949776785
2007-12-02,,,7.02325668334961,168.36248670305525,-6.678822393002718,6.378991168478261,,34.028441837855745
2007-12-03,,,7.037255859375,169.61607905796595,-2.8747240149456523,5.666976265285326,,34.04709080287388
2007-12-04,,,7.105255889892578,170.4445343017578,-0.4365234375,6.957800823709239,,34.0642204284668
2007-12-05,,,7.063254547119141,172.7228001185826,-3.9306746773097827,7.047692340353261,,34.08499036516462
2007-12-06,,,7.0157524108886715,172.74460383823939,-2.284370754076087,9.666928498641305,,34.106391361781526
2007-12-07,,,6.750506591796875,171.63272203717912,3.2010498046875,13.11751125169837,,34.10936737060547
2007-12-08,,,6.687754821777344,166.705562046596,2.4422342051630435,6.341823412024456,,34.10635920933315
2007-12-09,,,6.679255676269531,162.99928828648157,2.9550993546195654,4.223733653192935,,34.08806555611746
2007-12-10,,,6.677507019042968,170.85876682826452,3.3433413298233696,-1.6670664911684783,,34.07896259852818
2007-12-11,,,6.670755767822266,169.0601316179548,6.174953294836956,-5.427739682404892,,34.09658540998186
2007-12-12,,,6.644508361816406,169.65968104771204,4.0747813349184785,10.014377759850543,,34.087472098214285
2007-12-13,,,6.64550552368164,172.67919594900948,8.14628269361413,8.31152874490489,,34.08473532540457
2007-12-14,,,6.5507560729980465,174.2598168509347,12.148952318274457,7.27587890625,,34.13213784354074
2007-12-15,,,6.4877571105957035,173.21334075927734,8.551078464673912,8.922416355298912,,34.13634490966797
2007-12-16,,,6.475007629394531,173.9981961931501,11.165060292119565,9.148209281589674,,34.16867010934012
2007-12-17,,,6.450507354736328,174.1726085117885,12.179867951766305,4.927973208220108,,34.1556282043457
2007-12-18,,,6.398756408691407,174.4124254499163,10.245467476222826,3.731254245923913,,34.14349201747349
2007-12-19,,,6.328755187988281,174.23801749093192,16.477597443953805,1.593574855638587,,34.13536780221121
2007-12-20,,,6.294757843017578,170.41183362688338,9.2069091796875,-2.2168871008831523,,34.128791264125276
2007-12-21,,,6.285757446289063,173.79107666015625,10.777566661005435,-2.3066618546195654,,34.126588003976
2007-12-22,,,6.3165031433105465,173.83468300955636,4.032146951426631,2.8505753226902173,,34.12399509974888
2007-12-23,,,6.348005676269532,174.172611781529,5.271516219429348,11.812754755434783,,34.154815673828125
2007-12-24,,,6.342756652832032,174.83755384172713,9.638496730638588,10.399021314538043,,34.26969201224191
2007-12-25,,,6.39550552368164,174.51053401402064,6.476275900135869,-0.27670155400815216,,34.28592463902065
2007-12-26,,,6.466007232666016,174.4342313494001,-0.40762461786684784,9.741051715353262,,34.279009682791575
2007-12-27,,,6.488004302978515,175.12098039899553,1.961516007133152,11.043605638586957,,34.27571269444057
2007-12-28,,,6.436506652832032,175.5788094656808,7.045373004415761,12.041562287703805,,34.335470472063335
2007-12-29,,,6.544256591796875,175.18638501848494,5.375891644021739,11.177920134171195,,34.37298801967076
2007-12-30,,,6.503755187988281,175.3825945172991,-3.210810122282609,-0.9915453040081522,,34.336077553885325
2007-12-31,,,6.4092552185058596,174.34702083042689,-5.036828082540761,2.1647524626358696,,34.30891145978655
2008-01-01,,,6.373005676269531,174.83756038120814,-0.9641962466032609,10.960412066915762,,34.293191637311665
2008-01-02,,,6.047505950927734,175.19728415352958,1.1809825067934783,13.35420558763587,,34.31461770193918
2008-01-03,,,5.991506958007813,175.5788094656808,1.6796928074048914,9.037390667459238,,34.33542851039341
2008-01-04,,,5.962003326416015,175.48070090157645,-2.5589281165081523,10.545670219089674,,34.33719144548689
2008-01-05,,,6.0702568054199215,175.371698651995,-4.340140964673913,11.127988068953805,,34.33786119733538
2008-01-06,,,6.0577537536621096,175.07737513950892,-4.3017100458559785,6.855001698369565,,34.328330993652344
2008-01-07,,,5.934003448486328,174.71764918736048,-1.7990934952445652,8.558280613111412,,34.321202414376394
2008-01-08,,,5.738502502441406,174.75034768240792,0.7526059358016305,6.607305112092392,,34.315702710832866
2008-01-09,,,5.6940055847167965,173.64937373570032,-3.803450874660326,3.004214079483696,,34.33360780988421
2008-01-10,,,5.659007263183594,172.6137967790876,-9.021510912024457,0.13367760699728262,,34.32926286969866
2008-01-11,,,5.5472572326660154,174.0417981828962,-8.199356742527174,-0.4226021144701087,,34.32218606131418
2008-01-12,,,5.452505493164063,174.499634878976,-4.1520518427309785,1.8145592730978262,,34.305231366838726
2008-01-13,,,5.428006744384765,174.59773581368583,-0.6207646908967391,1.7050515879755435,,34.29541451590402
2008-01-14,,,5.415753936767578,174.64134107317244,0.3041408372961957,3.615860648777174,,34.29115949358259
2008-01-15,,,5.402506256103516,174.9574704851423,-3.270805027173913,3.848447053328804,,34.28446796962193
2008-01-16,,,5.41800537109375,174.72855377197266,5.703676970108695,2.4186693274456523,,34.30518777029855
2008-01-17,,,5.398255157470703,167.64302934919084,1.0460629670516304,-4.928456182065218,,34.32301821027483
2008-01-18,,,5.412506103515625,165.82260022844588,-5.216945482336956,1.8281303074048914,,34.31687545776367
2008-01-19,,,5.3817588806152346,173.6493682861328,-8.496327275815217,5.672097911005435,,34.29851804460798
2008-01-20,,,4.9965049743652346,173.5403605869838,-4.376013714334239,1.2972995923913044,,34.28393227713449
2008-01-21,,,4.880256652832031,175.15368434361048,-9.022657311480978,-4.137562627377718,,34.296709878104075
2008-01-22,,,4.869004821777343,175.53521292550224,-3.2990616508152173,-1.1645454738451086,,34.30159977504185
2008-01-23,,,4.882005310058593,174.9138674054827,-1.422453507133152,9.703623896059783,,34.301165444510325
2008-01-24,,,4.894256591796875,175.04467446463448,5.823268724524456,10.574855638586957,,34.343965257917134
2008-01-25,,,4.886756896972656,174.6522445678711,4.764515752377718,1.4041588824728262,,34.34158706665039
2008-01-26,,,4.88525619506836,173.7038792201451,1.6203188688858696,-0.8154084578804348,,34.32792282104492
2008-01-27,,,4.873258209228515,173.92189243861608,7.214212168817935,-3.294858186141304,,34.33194514683315
2008-01-28,,,4.830005645751953,173.7038792201451,7.160856827445652,9.01521632982337,,34.34042249407087
2008-01-29,,,4.785005187988281,174.18351091657365,17.55318550441576,4.972369650135869,,34.35907200404576
2008-01-30,,,4.7582550048828125,175.53521292550224,7.936746348505435,-1.3864003057065217,,34.348755972726
2008-01-31,,,4.823754119873047,175.20818219866072,-0.038972274116847824,-5.800149668817935,,34.3383538382394
2008-02-01,,,4.789006042480469,175.16458565848214,-7.322520380434782,2.4134946076766304,,34.329496656145366
2008-02-02,,,4.8205078125,168.1553671700614,-0.45779020889945654,5.468909222146739,,34.33229773385184
2008-02-03,,,4.746006011962891,174.0417981828962,9.29207179857337,5.1055430536684785,,34.330489022391184
2008-02-04,,,4.703256988525391,174.8484616960798,-1.052580460258152,0.9188285495923914,,34.31642641339983
2008-02-05,,,4.654506683349609,174.90296609061105,-5.895746645720108,4.780984629755435,,34.29986572265625
2008-02-06,,,4.301258087158203,176.0366439819336,-4.281881581182065,8.636485224184783,,34.325853620256694
2008-02-07,,,4.301255798339843,175.99303872244698,3.388974397078804,8.534269913383152,,34.32140186854771
2008-02-08,,,4.485504150390625,176.0366439819336,6.090629245923913,6.080603558084239,,34.294584546770366
2008-02-09,,,4.710005187988282,176.13475581577845,-1.4182925016983696,7.458039656929348,,34.27653121948242
2008-02-10,,,4.718255615234375,175.52431161063058,8.756650178328805,9.5032958984375,,34.26203863961356
2008-02-11,,,4.764256286621094,175.48070635114397,10.263847019361412,9.990489130434783,,34.26706641060965
2008-02-12,,,4.721007537841797,175.14277975899833,10.959175441576088,8.726822562839674,,34.27565165928432
2008-02-13,,,4.594757080078125,175.49160766601562,15.613684612771738,-9.665495499320652,,34.30368750435965
2008-02-14,,,4.529758453369141,142.80010114397322,6.3166981572690215,-15.724232549252717,,34.35175704956055
2008-02-15,,,4.506009674072265,127.52808707101005,4.196156377377718,-0.14011548913043478,,34.360801696777344
2008-02-16,,,4.494007110595703,175.46980176653182,11.890709918478262,4.616226859714674,,34.31539099557059
2008-02-17,,,4.404254913330078,175.1100790841239,8.458793308423912,-3.734571373980978,,34.28265489850725
2008-02-18,,,4.368256378173828,176.27646418980189,8.30797809103261,-9.124596637228262,1.073016345500946,34.280549730573384
2008-02-19,,,4.301258087158203,176.22195979527064,3.845878269361413,-4.202939240828805,,34.2782222202846
2008-02-20,,,4.249257659912109,173.4313517979213,3.8019754161005435,4.134558636209239,,34.31004115513393
2008-02-21,,,4.556254577636719,174.78304944719588,-1.1699271824048914,10.31848675271739,,34.32450321742466
2008-02-22,,,4.588505554199219,175.8622316632952,0.6196979025135869,9.177930748980978,,34.384171622140066
2008-02-23,,,4.637006378173828,175.37169756208147,-1.1693274456521738,6.236482039741848,,34.39895902361189
2008-02-24,,,4.576506042480469,169.79049355643136,-5.961171025815218,5.91748046875,,34.37882559640067
2008-02-25,,,4.452754974365234,175.8186307634626,3.115048615828804,-6.446283755095108,,34.375578199114116
2008-02-26,,,4.432756805419922,175.72052328927177,-2.6921599014945654,0.5390306555706522,0.9082901608653184,34.35973903111049
2008-02-27,,,4.424254608154297,175.67692020961218,-4.008656377377718,5.037438434103261,,34.37400163922991
2008-02-28,,,4.34400634765625,175.63331712995256,0.7831022843070652,2.464360776154891,,34.3716310773577
2008-02-29,,,4.349506378173828,175.56791142054968,-0.5926089079483695,4.0802744989809785,,34.38052477155413
2008-03-01,,,4.3167572021484375,175.56791142054968,-6.184952445652174,2.313773777173913,,34.38302067347935
2008-03-02,,,4.300006866455078,175.58971405029297,-2.5771378226902173,-0.3199303668478261,,34.3771127973284
2008-03-03,,,4.258004760742187,175.54611097063338,2.806157651154891,-0.829971976902174,,34.380852290562224
2008-03-04,,,4.073757171630859,176.27646418980189,4.757218070652174,0.835433296535326,,34.38346917288644
2008-03-05,0.45936428812833935,,4.03375473022461,175.67691802978516,1.2302139945652173,1.609900433084239,0.5783842289170553,34.33881432669504
2008-03-06,,,4.00750503540039,176.27646418980189,-6.242490022078805,0.19999893851902173,,34.37179292951311
2008-03-07,,,3.9890068054199217,176.27646418980189,-3.9442404042119565,-2.407709536345109,,34.37564958844866
2008-03-08,,,3.9642578125,176.27646418980189,-7.8375244140625,4.714413850203805,,34.375338963099885
2008-03-09,,,3.824004364013672,176.27646418980189,-7.426572053328805,8.029440174932065,,34.356994083949495
2008-03-10,,,3.8455055236816404,176.27646418980189,0.9358918563179348,8.738297172214674,,34.3454965863909
2008-03-11,,,3.9212570190429688,176.27646418980189,-0.8619172469429348,2.236943783967391,,34.337130955287385
2008-03-12,,,3.9512557983398438,176.27646418980189,-6.1066416864809785,3.906690514605978,,34.32510103498186
2008-03-13,0.6276170909404755,,3.928253173828125,176.27646418980189,-2.628348972486413,4.479332965353261,0.8464402698335194,34.3152106148856
2008-03-14,,,3.9150054931640623,176.27646418980189,1.2142599354619565,4.244390073029892,,34.30373764038086
2008-03-15,,,3.8765052795410155,176.27646418980189,3.9488737686820654,-0.3073146654211957,,34.29291098458426
2008-03-16,,,3.876506805419922,176.27646418980189,2.166450832201087,-6.308652131453805,,34.30172947474888
2008-03-17,,,3.874259185791016,176.2328589303153,-3.262026579483696,-2.9124384341032608,,34.29510607038225
2008-03-18,,,3.818004608154297,171.948847089495,-3.4874267578125,-5.591021993885869,,34.297142028808594
2008-03-19,,,3.7912559509277344,164.8633270263672,-4.911366338315218,-6.278447690217392,,34.30832181658064
2008-03-20,,10.983694553375244,3.779257965087891,156.9493451799665,-5.248938519021739,-2.6942563264266304,,34.305885314941406
2008-03-21,0.7709461867809295,,3.767253875732422,172.15596226283483,-6.113689920176631,-6.707652216372282,0.6922606403051421,34.309971945626394
2008-03-22,,,3.807256317138672,162.8248770577567,-0.8001337466032609,2.4501528532608696,,34.32297461373465
2008-03-23,,,3.802257537841797,162.7158649989537,-2.273007600203804,10.434474779211957,,34.345207759312224
2008-03-24,,,3.7070083618164062,169.0601327078683,-4.8601817255434785,2.816830842391304,,34.34186826433454
2008-03-25,,,3.66800537109375,170.19381386893136,-2.221982209578804,-3.126273777173913,,34.31873757498605
2008-03-26,,,3.6902557373046876,164.14387403215682,-4.1985340947690215,-1.8284965183423914,,34.275006430489675
2008-03-27,,,3.687255096435547,175.03376988002233,0.5163680366847826,-5.9949208135190215,,34.269896371024
2008-03-28,,10.816384398418924,3.723008728027344,175.42620304652624,5.325163468070652,-1.2396452530570652,,34.2736440386091
2008-03-29,0.7669120275455973,,3.8410057067871093,176.24376242501395,-2.8130891219429346,0.8508937669836957,0.5175083522733889,34.26390566144671
2008-03-30,,,3.844255065917969,176.17835780552454,-6.436894955842392,-2.666986880095109,,34.25801631382534
2008-03-31,,,3.8135040283203123,175.9930463518415,-6.002621858016305,-1.6953231148097827,,34.247794015066965
2008-04-01,,,3.8607574462890626,176.02574811662947,-2.6828878651494565,-2.831893257472826,,34.22815867832729
2008-04-02,,,3.8150054931640627,171.97064644949776,-5.610388714334239,-7.067987856657608,,34.2389030456543
2008-04-03,,,3.8100067138671876,169.94310215541296,-6.859284774116848,-1.6705587635869565,,34.24446105957031
2008-04-04,,,3.824755096435547,170.45543343680245,-5.711600925611413,-2.0089482846467392,,34.22424479893276
2008-04-05,,11.267752792524254,3.8020057678222656,173.24604143415178,-10.527810801630435,-6.119517450747282,,34.234137943812776
2008-04-06,1.9545080804824828,,3.7647544860839846,167.11979021344865,-11.695530103600543,-4.217959196671195,1.0475391010905422,34.26629420689174
2008-04-07,,,3.685755157470703,152.41461181640625,-7.023177437160326,1.5312659222146738,,34.26009314400809
2008-04-08,,,3.733759307861328,157.28726959228516,-4.210205078125,1.5743567425271738,,34.23616899762835
2008-04-09,,,3.8445053100585938,157.5815941946847,-5.948274031929348,-0.34092115319293476,,34.035658155168804
2008-04-10,,,3.9167572021484376,169.0819364275251,-7.2150135869565215,0.008720066236413044,,34.03488213675363
2008-04-11,,,4.0212554931640625,171.41470772879464,-6.888119904891305,-3.089185631793478,,34.03672790527344
2008-04-12,,,4.0692588806152346,176.27646418980189,-5.324377972146739,-3.6654158882472827,,34.03785705566406
2008-04-13,,25.631988442462422,4.122254180908203,173.37684631347656,-5.335098930027174,-1.619697902513587,,34.02898080008371
2008-04-14,,,4.149005126953125,173.52946145193917,0.41280464504076086,-0.25223441745923914,0.3795974518244083,34.001996176583425
2008-04-15,,,4.256005096435547,173.224242074149,5.170489767323369,-0.4993737262228261,,34.004622323172434
2008-04-16,,,4.28250732421875,176.2328611101423,9.710725203804348,3.092391304347826,,34.061510358537944
